"vp_versioning_id","date_trunc","odim_code","year_season","year","season","day_night","slope_max","slope_max_time","mtr","prop","mtr_cum","prop_cum","top","mtrs","props","mtrs_cum","props_cum","tops","n_vp"
28,2017-10-02,"nlhrw","2017_autumn",2017,"autumn","daylight",16.7182191875923,2017-10-02 06:40:04,8896.50749325372,0.00779422155321406,870659.744453106,0.762784154442426,47,64.4674456032878,0.00771392135785187,6030.59349654413,0.721597133843037,43,138
28,2017-10-05,"nlhrw","2017_autumn",2017,"autumn","daylight",451.309669200684,2017-10-05 07:40:04,8721.32537913028,0.00764074467358754,879381.069832236,0.770424899116013,48,64.127392493605,0.00767323193823801,6094.72088903773,0.729270365781275,44,136
28,2017-09-04,"nlhrw","2017_autumn",2017,"autumn","daylight",24.3143767133924,2017-09-04 05:15:04,8535.76933713722,0.00747817920585449,887916.839169373,0.777903078321868,49,53.3485583571076,0.00638347897718647,6744.36896121739,0.807004702735031,55,160
28,2017-08-19,"nlhrw","2017_autumn",2017,"autumn","daylight",20.7754816968952,2017-08-19 04:55:04,8517.44870128183,0.00746212851461853,896434.287870655,0.785365206836486,50,49.2338075218603,0.00589112405210418,7098.45925342828,0.84937375648197,62,173
28,2017-10-23,"nlhrw","2017_autumn",2017,"autumn","daylight",38.9442733067504,2017-10-23 06:25:04,8335.50264567666,0.00730272575244522,904769.790516332,0.792667932588932,51,68.3237921776775,0.00817535664391115,5830.33168947805,0.697634592497825,40,122
28,2017-09-10,"nlhrw","2017_autumn",2017,"autumn","daylight",30.5955824883927,2017-09-10 06:50:04,8323.18911545268,0.00729193788060443,913092.979631784,0.799959870469536,52,53.0139434105266,0.00634344026681206,6797.38290462791,0.813348143001843,56,157
28,2017-09-06,"nlhrw","2017_autumn",2017,"autumn","daylight",40.2295022376011,2017-09-06 05:15:04,8073.82331338022,0.00707346874419089,921166.802945165,0.807033339213727,53,50.4613957086263,0.00603801243342478,6900.42874047884,0.825678203027792,58,160
28,2017-10-09,"nlhrw","2017_autumn",2017,"autumn","daylight",86.0870923608275,2017-10-09 06:10:04,7985.52134931173,0.00699610747944114,929152.324294476,0.814029446693168,54,60.0415139045994,0.00718433175275102,6463.03358796832,0.773341216860627,50,133
28,2017-10-12,"nlhrw","2017_autumn",2017,"autumn","daylight",34.7517027414397,2017-10-12 07:35:04,7910.4353147766,0.00693032467768855,937062.759609253,0.820959771370857,55,60.3850024028748,0.00722543223747206,6402.99207406372,0.766156885107876,49,131
28,2017-09-07,"nlhrw","2017_autumn",2017,"autumn","daylight",13.9858657245846,2017-09-07 06:05:04,7862.16018094181,0.0068880308799365,944924.919790195,0.827847802250793,56,49.7605074743153,0.0059541468999059,6950.18924795315,0.831632349927698,59,158
28,2017-10-11,"nlhrw","2017_autumn",2017,"autumn","daylight",15.2559017315789,2017-10-11 06:55:04,7652.90757435734,0.00670470487503584,952577.827364552,0.834552507125829,57,58.4191417889873,0.00699020507693986,6521.45272975731,0.780331421937567,51,131
28,2017-10-21,"nlhrw","2017_autumn",2017,"autumn","daylight",250.144216660563,2017-10-21 07:05:04,7568.45140847601,0.0066307129103336,960146.278773028,0.841183220036162,58,61.0358984554517,0.00730331590285897,6281.59925286549,0.751631496869395,47,124
28,2017-08-18,"nlhrw","2017_autumn",2017,"autumn","daylight",80.6181422187914,2017-08-18 05:25:04,7557.71435028165,0.00662130618410311,967703.99312331,0.847804526220266,59,43.4351399441474,0.00519727826286569,7417.1749801492,0.887510028648932,69,174
28,2017-08-30,"nlhrw","2017_autumn",2017,"autumn","daylight",25.0506469335529,2017-08-30 05:10:04,7522.62325190595,0.00659056290698079,975226.616375216,0.854395089127246,60,45.5916560721572,0.00545531851345627,7283.8873918845,0.871561359297603,66,165
28,2017-10-06,"nlhrw","2017_autumn",2017,"autumn","daylight",112.327383376536,2017-10-06 05:50:04,7098.89941920987,0.0062193388696926,982325.515794426,0.860614427996939,61,52.5844401422953,0.00629204759252394,6849.96734477021,0.819640190594367,57,135
28,2017-09-18,"nlhrw","2017_autumn",2017,"autumn","daylight",21.7164761445103,2017-09-18 06:10:04,7065.78345680128,0.00619032600726809,989391.299251227,0.866804754004207,62,47.1052230453419,0.00563642599323507,7145.56447647362,0.855010182475205,63,150
28,2017-08-31,"nlhrw","2017_autumn",2017,"autumn","daylight",1.88661131522133,2017-08-31 06:30:04,6673.9659388941,0.00584705506130252,996065.265190121,0.87265180906551,63,40.9445763122338,0.00489926719986293,7584.61015099411,0.907544663623988,73,163
28,2017-10-03,"nlhrw","2017_autumn",2017,"autumn","daylight",23.0986566389345,2017-10-03 07:15:04,6482.84846130967,0.00567961722526247,1002548.11365143,0.878331426290772,64,46.9771627631135,0.00562110280279484,7192.54163923673,0.860631285278,64,138
28,2017-11-01,"nlhrw","2017_autumn",2017,"autumn","daylight",18.4566444027413,2017-11-01 07:55:04,6252.81859276121,0.00547808828138388,1008800.93224419,0.883809514572156,65,53.9036085582863,0.00644989410441052,6691.02040286028,0.800621223757845,54,116
28,2017-10-20,"nlhrw","2017_autumn",2017,"autumn","daylight",308.001479845968,2017-10-20 06:45:04,6186.7227458413,0.00542018177424816,1014987.65499003,0.889229696346404,66,49.4937819667304,0.00592223157317954,7049.22544590642,0.843482632429866,61,125
